lang_pair,source_lang,target_lang,n_shards_in,n_shards_out,rows_total,rows_scored,rows_failed,mean_score,elapsed_sec
ast_Latn-mkd_Cyrl,ast_Latn,mkd_Cyrl,1,1,319345,319334,11,0.2853,10730.3
amh_Ethi-npi_Deva,amh_Ethi,npi_Deva,1,1,55212,55186,26,0.6544,1177.2
sna_Latn-tsn_Latn,sna_Latn,tsn_Latn,1,1,206039,205973,66,0.4635,7321.5
ast_Latn-mlg_Latn,ast_Latn,mlg_Latn,1,1,16168,16168,0,0.4232,650.1
ast_Latn-nep_Deva,ast_Latn,nep_Deva,1,1,28949,28948,1,0.5704,922.5
sot_Latn-yor_Latn,sot_Latn,yor_Latn,1,1,509244,508867,377,0.5152,17325.2
kin_Latn-umb_Latn,kin_Latn,umb_Latn,1,1,88146,88085,61,0.2771,5095.0
amh_Ethi-nso_Latn,amh_Ethi,nso_Latn,1,1,120218,120172,46,0.4014,2109.4
nya_Latn-yor_Latn,nya_Latn,yor_Latn,1,1,479055,478968,87,0.4432,16457.4
lug_Latn-swh_Latn,lug_Latn,swh_Latn,1,1,97828,97801,27,0.4972,3290.8
jav_Latn-sin_Sinh,jav_Latn,sin_Sinh,1,1,111502,111501,1,0.2831,3561.6
ewe_Latn-kin_Latn,ewe_Latn,kin_Latn,1,1,170791,170752,39,0.4096,5732.3
ast_Latn-nno_Latn,ast_Latn,nno_Latn,1,1,66279,66270,9,0.7785,1899.1
mai_Deva-nds_Latn,mai_Deva,nds_Latn,1,1,28524,28524,0,0.7472,1201.7
ibo_Latn-yor_Latn,ibo_Latn,yor_Latn,1,1,394583,394560,23,0.5387,12702.6
ewe_Latn-lin_Latn,ewe_Latn,lin_Latn,1,1,104767,104712,55,0.3991,3211.6
ast_Latn-nob_Latn,ast_Latn,nob_Latn,1,1,129128,129084,44,0.7492,3285.6
ewe_Latn-lua_Latn,ewe_Latn,lua_Latn,1,1,79992,79934,58,0.2050,2157.8
ast_Latn-nor_Latn,ast_Latn,nor_Latn,1,1,85649,85238,411,0.7442,2445.2
nob_Latn-als_Latn,nob_Latn,als_Latn,1,1,2777501,2776518,983,0.6928,95704.4
cym_Latn-als_Latn,cym_Latn,als_Latn,1,1,409581,409505,76,0.5566,11428.7
mai_Deva-ory_Orya,mai_Deva,ory_Orya,1,1,180003,179994,9,0.4046,7309.2
ewe_Latn-lug_Latn,ewe_Latn,lug_Latn,1,1,84666,84639,27,0.3574,2839.5
amh_Ethi-als_Latn,amh_Ethi,als_Latn,1,1,106423,106407,16,0.6320,3277.4
epo_Latn-als_Latn,epo_Latn,als_Latn,1,1,987361,987214,147,0.5698,32424.8
ast_Latn-oci_Latn,ast_Latn,oci_Latn,1,1,105906,105903,3,0.3432,3167.8
als_Latn-swa_Latn,als_Latn,swa_Latn,1,1,158551,158464,87,0.6119,4780.4
nob_Latn-isl_Latn,nob_Latn,isl_Latn,1,1,119828,119820,8,0.7523,3519.4
ewe_Latn-nso_Latn,ewe_Latn,nso_Latn,1,1,85885,85846,39,0.2457,2259.1
mal_Mlym-nds_Latn,mal_Mlym,nds_Latn,1,1,71662,71660,2,0.4097,2798.8
als_Latn-yor_Latn,als_Latn,yor_Latn,1,1,48195,48193,2,0.5121,1042.9
jav_Latn-smo_Latn,jav_Latn,smo_Latn,1,1,481835,481759,76,0.6928,12217.5
ast_Latn-sin_Sinh,ast_Latn,sin_Sinh,1,1,136000,136000,0,0.2110,2789.5
ast_Latn-snd_Arab,ast_Latn,snd_Arab,1,1,12938,12938,0,0.1184,288.2
mal_Mlym-npi_Deva,mal_Mlym,npi_Deva,1,1,1197717,1197646,71,0.5208,36645.0
epo_Latn-gle_Latn,epo_Latn,gle_Latn,1,1,216982,216940,42,0.6926,4732.3
ibo_Latn-zul_Latn,ibo_Latn,zul_Latn,1,1,486367,486299,68,0.5972,11565.7
amh_Ethi-hat_Latn,amh_Ethi,hat_Latn,1,1,123118,123105,13,0.6549,2496.4
jav_Latn-som_Latn,jav_Latn,som_Latn,1,1,61819,61815,4,0.2005,1436.0
ast_Latn-sqi_Latn,ast_Latn,sqi_Latn,1,1,49830,49741,89,0.6975,1142.9
mal_Mlym-nya_Latn,mal_Mlym,nya_Latn,1,1,56186,56171,15,0.4395,1135.8
epo_Latn-hat_Latn,epo_Latn,hat_Latn,1,1,37412,37411,1,0.7262,682.0
nob_Latn-swa_Latn,nob_Latn,swa_Latn,1,1,193599,193524,75,0.6056,3906.4
als_Latn-swh_Latn,als_Latn,swh_Latn,1,1,362663,362421,242,0.6730,8800.6
amh_Ethi-nya_Latn,amh_Ethi,nya_Latn,1,1,635358,635237,121,0.6401,14604.9
ilo_Latn-isl_Latn,ilo_Latn,isl_Latn,1,1,48539,48534,5,0.2480,869.0
mal_Mlym-oci_Latn,mal_Mlym,oci_Latn,1,1,49958,49955,3,0.3876,886.3
ilo_Latn-lao_Laoo,ilo_Latn,lao_Laoo,1,1,16193,16193,0,0.8346,295.9
sna_Latn-xho_Latn,sna_Latn,xho_Latn,1,1,704365,704222,143,0.6770,17116.3
ewe_Latn-nya_Latn,ewe_Latn,nya_Latn,1,1,215256,215197,59,0.4465,4288.0
ast_Latn-srd_Latn,ast_Latn,srd_Latn,1,1,75968,75960,8,0.3274,1362.4
amh_Ethi-pbt_Arab,amh_Ethi,pbt_Arab,1,1,41300,41299,1,0.5302,984.7
ilo_Latn-mar_Deva,ilo_Latn,mar_Deva,1,1,34752,34751,1,0.1130,623.9
mal_Mlym-pbt_Arab,mal_Mlym,pbt_Arab,1,1,59948,59943,5,0.5775,1006.5
epo_Latn-hau_Latn,epo_Latn,hau_Latn,1,1,100952,100952,0,0.1390,1716.6
ast_Latn-sun_Latn,ast_Latn,sun_Latn,1,1,36064,36062,2,0.1530,647.5
ast_Latn-tel_Telu,ast_Latn,tel_Telu,1,1,43884,43883,1,0.3593,750.3
als_Latn-xho_Latn,als_Latn,xho_Latn,1,1,145572,145482,90,0.7466,2559.7
amh_Ethi-plt_Latn,amh_Ethi,plt_Latn,1,1,71748,71744,4,0.6464,1436.7
ast_Latn-wln_Latn,ast_Latn,wln_Latn,1,1,18979,18979,0,0.6834,316.0
mal_Mlym-pus_Arab,mal_Mlym,pus_Arab,1,1,75053,75053,0,0.5001,1227.8
ast_Latn-yue_Hani,ast_Latn,yue_Hani,1,1,13597,13597,0,0.5940,229.0
ewe_Latn-run_Latn,ewe_Latn,run_Latn,1,1,144559,144523,36,0.4713,2500.4
amh_Ethi-pus_Arab,amh_Ethi,pus_Arab,1,1,54168,54168,0,0.5490,1006.1
sot_Latn-zul_Latn,sot_Latn,zul_Latn,1,1,861545,861464,81,0.6619,19024.4
aze_Latn-cym_Latn,aze_Latn,cym_Latn,1,1,68699,68695,4,0.4756,1054.9
jav_Latn-sqi_Latn,jav_Latn,sqi_Latn,1,1,264983,264269,714,0.1977,5124.1
jav_Latn-srd_Latn,jav_Latn,srd_Latn,1,1,916,916,0,0.4043,38.3
nya_Latn-zul_Latn,nya_Latn,zul_Latn,1,1,876720,876642,78,0.5904,19301.8
amh_Ethi-isl_Latn,amh_Ethi,isl_Latn,1,1,165242,165224,18,0.7089,2746.4
oci_Latn-pan_Guru,oci_Latn,pan_Guru,1,1,28748,28748,0,0.7327,797.7
aze_Latn-epo_Latn,aze_Latn,epo_Latn,1,1,89364,89363,1,0.4023,1828.5
aze_Latn-fur_Latn,aze_Latn,fur_Latn,1,1,11981,11955,26,0.4321,336.0
oci_Latn-swa_Latn,oci_Latn,swa_Latn,1,1,28390,28390,0,0.4216,598.7
amh_Ethi-swa_Latn,amh_Ethi,swa_Latn,1,1,422785,422749,36,0.4608,7375.4
ewe_Latn-sna_Latn,ewe_Latn,sna_Latn,1,1,207825,207753,72,0.4905,3967.8
sqi_Latn-swa_Latn,sqi_Latn,swa_Latn,1,1,193252,193228,24,0.6224,3592.9
nob_Latn-swh_Latn,nob_Latn,swh_Latn,1,1,420720,420505,215,0.6890,7477.9
oci_Latn-xho_Latn,oci_Latn,xho_Latn,1,1,70363,70363,0,0.2518,1340.5
amh_Ethi-hau_Latn,amh_Ethi,hau_Latn,1,1,676690,676447,243,0.6013,13200.9
aze_Latn-hye_Armn,aze_Latn,hye_Armn,1,1,96349,96329,20,0.4027,1662.8
amh_Ethi-run_Latn,amh_Ethi,run_Latn,1,1,188061,188012,49,0.5537,4509.6
pbt_Arab-als_Latn,pbt_Arab,als_Latn,1,1,38198,38196,2,0.6427,589.7
amh_Ethi-lao_Laoo,amh_Ethi,lao_Laoo,1,1,38926,38924,2,0.6159,590.9
sna_Latn-yor_Latn,sna_Latn,yor_Latn,1,1,435950,435693,257,0.5164,7626.5
sqi_Latn-swh_Latn,sqi_Latn,swh_Latn,1,1,68470,68445,25,0.5154,1068.7
amh_Ethi-mar_Deva,amh_Ethi,mar_Deva,1,1,179117,179070,47,0.6375,3218.6
epo_Latn-isl_Latn,epo_Latn,isl_Latn,1,1,424574,424541,33,0.7037,7166.7
amh_Ethi-pan_Guru,amh_Ethi,pan_Guru,1,1,42530,42530,0,0.6335,667.9
ewe_Latn-som_Latn,ewe_Latn,som_Latn,1,1,141210,141191,19,0.2718,2234.7
aze_Latn-jav_Latn,aze_Latn,jav_Latn,1,1,103479,103329,150,0.1317,1731.2
nob_Latn-xho_Latn,nob_Latn,xho_Latn,1,1,178251,178170,81,0.7692,2715.1
plt_Latn-als_Latn,plt_Latn,als_Latn,1,1,118913,118886,27,0.6001,1856.5
aze_Latn-khm_Khmr,aze_Latn,khm_Khmr,1,1,48868,48867,1,0.3966,727.0
sqi_Latn-xho_Latn,sqi_Latn,xho_Latn,1,1,153327,153308,19,0.1848,2411.5
kan_Knda-mar_Deva,kan_Knda,mar_Deva,1,1,3641740,3640198,1542,0.5948,108811.2
amh_Ethi-sin_Sinh,amh_Ethi,sin_Sinh,1,1,173276,173267,9,0.6711,2966.5
amh_Ethi-tsn_Latn,amh_Ethi,tsn_Latn,1,1,199380,199349,31,0.4226,3849.4
epo_Latn-mar_Deva,epo_Latn,mar_Deva,1,1,186673,186637,36,0.5278,3602.4
plt_Latn-mar_Deva,plt_Latn,mar_Deva,1,1,102078,102037,41,0.4798,2612.2
sqi_Latn-yor_Latn,sqi_Latn,yor_Latn,1,1,60535,60533,2,0.5668,1950.9
ewe_Latn-sot_Latn,ewe_Latn,sot_Latn,1,1,146131,146109,22,0.3181,3409.9
aze_Latn-mal_Mlym,aze_Latn,mal_Mlym,1,1,99190,99189,1,0.3752,2621.8
npi_Deva-tel_Telu,npi_Deva,tel_Telu,1,1,1491689,1491576,113,0.5138,33624.7
epo_Latn-pan_Guru,epo_Latn,pan_Guru,1,1,41651,41649,2,0.7502,957.2
amh_Ethi-tir_Ethi,amh_Ethi,tir_Ethi,1,1,217769,217769,0,0.7352,4485.1
srd_Latn-als_Latn,srd_Latn,als_Latn,1,1,52488,52323,165,0.6238,1048.1
plt_Latn-swh_Latn,plt_Latn,swh_Latn,1,1,78169,78144,25,0.5971,1879.2
ewe_Latn-swc_Latn,ewe_Latn,swc_Latn,1,1,107980,107966,14,0.6383,2018.6
srd_Latn-isl_Latn,srd_Latn,isl_Latn,1,1,68975,68957,18,0.6128,1302.6
plt_Latn-xho_Latn,plt_Latn,xho_Latn,1,1,56639,56587,52,0.6392,1136.1
nso_Latn-nya_Latn,nso_Latn,nya_Latn,1,1,136301,136235,66,0.4036,2624.4
srd_Latn-mar_Deva,srd_Latn,mar_Deva,1,1,67500,67452,48,0.3513,1225.9
pus_Arab-swa_Latn,pus_Arab,swa_Latn,1,1,44284,44284,0,0.4941,750.5
aze_Latn-mkd_Cyrl,aze_Latn,mkd_Cyrl,1,1,199220,199048,172,0.4204,3639.7
amh_Ethi-swh_Latn,amh_Ethi,swh_Latn,1,1,535814,535740,74,0.5635,9771.0
aze_Latn-mlg_Latn,aze_Latn,mlg_Latn,1,1,30663,30661,2,0.6008,490.8
pus_Arab-xho_Latn,pus_Arab,xho_Latn,1,1,35422,35422,0,0.3560,604.1
nso_Latn-run_Latn,nso_Latn,run_Latn,1,1,92896,92834,62,0.3370,1583.4
srd_Latn-swa_Latn,srd_Latn,swa_Latn,1,1,62895,62850,45,0.3477,1006.8
ewe_Latn-tso_Latn,ewe_Latn,tso_Latn,1,1,147844,147822,22,0.3943,2492.8
aze_Latn-mon_Cyrl,aze_Latn,mon_Cyrl,1,1,24031,24016,15,0.6429,391.2
aze_Latn-nep_Deva,aze_Latn,nep_Deva,1,1,32965,32952,13,0.6640,564.5
epo_Latn-swa_Latn,epo_Latn,swa_Latn,1,1,306296,306268,28,0.4623,5059.2
srd_Latn-xho_Latn,srd_Latn,xho_Latn,1,1,83166,83153,13,0.1118,1384.8
nso_Latn-sna_Latn,nso_Latn,sna_Latn,1,1,117356,117281,75,0.3951,1911.4
ewe_Latn-tum_Latn,ewe_Latn,tum_Latn,1,1,119684,119644,40,0.4780,1993.7
aze_Latn-nor_Latn,aze_Latn,nor_Latn,1,1,93105,92878,227,0.7007,1610.8
jav_Latn-sun_Latn,jav_Latn,sun_Latn,1,1,809456,809316,140,0.7137,14976.0
run_Latn-swa_Latn,run_Latn,swa_Latn,1,1,170404,170394,10,0.4519,2702.7
ssw_Latn-swa_Latn,ssw_Latn,swa_Latn,1,1,69584,69518,66,0.2790,1159.2
jav_Latn-tel_Telu,jav_Latn,tel_Telu,1,1,46614,46609,5,0.5169,720.2
nso_Latn-som_Latn,nso_Latn,som_Latn,1,1,114828,114805,23,0.2327,1872.8
aze_Latn-sin_Sinh,aze_Latn,sin_Sinh,1,1,101668,101666,2,0.4102,1550.4
ssw_Latn-tsn_Latn,ssw_Latn,tsn_Latn,1,1,77978,77910,68,0.4133,1493.7
amh_Ethi-xho_Latn,amh_Ethi,xho_Latn,1,1,498227,498173,54,0.6476,8280.4
ewe_Latn-twi_Latn,ewe_Latn,twi_Latn,1,1,145422,145397,25,0.4597,2579.4
run_Latn-swh_Latn,run_Latn,swh_Latn,1,1,176700,176676,24,0.5050,3163.2
aze_Latn-sqi_Latn,aze_Latn,sqi_Latn,1,1,81784,81688,96,0.6746,1801.6
epo_Latn-swh_Latn,epo_Latn,swh_Latn,1,1,276666,276584,82,0.6880,4593.6
fao_Latn-mkd_Cyrl,fao_Latn,mkd_Cyrl,1,1,51094,51085,9,0.5525,1081.5
ssw_Latn-xho_Latn,ssw_Latn,xho_Latn,1,1,103371,103257,114,0.5015,2024.3
aze_Latn-srd_Latn,aze_Latn,srd_Latn,1,1,33202,33085,117,0.3326,653.1
fao_Latn-nor_Latn,fao_Latn,nor_Latn,1,1,30691,30685,6,0.7507,575.7
sna_Latn-zul_Latn,sna_Latn,zul_Latn,1,1,913822,913693,129,0.6755,16001.0
nso_Latn-sot_Latn,nso_Latn,sot_Latn,1,1,174660,174605,55,0.4619,3308.3
nor_Latn-als_Latn,nor_Latn,als_Latn,1,1,730995,728146,2849,0.5834,14338.1
guj_Gujr-mar_Deva,guj_Gujr,mar_Deva,1,1,2913705,2912525,1180,0.5950,75281.7
aze_Latn-sun_Latn,aze_Latn,sun_Latn,1,1,55353,55349,4,0.3714,970.3
run_Latn-tir_Ethi,run_Latn,tir_Ethi,1,1,114789,114789,0,0.6767,2026.2
nor_Latn-pan_Guru,nor_Latn,pan_Guru,1,1,51788,51715,73,0.4027,1002.1
jav_Latn-war_Latn,jav_Latn,war_Latn,1,1,270503,270319,184,0.3143,5059.2
snd_Arab-swa_Latn,snd_Arab,swa_Latn,1,1,71425,71424,1,0.1172,1235.3
amh_Ethi-sna_Latn,amh_Ethi,sna_Latn,1,1,701891,701626,265,0.6694,14689.4
aze_Latn-tel_Telu,aze_Latn,tel_Telu,1,1,74811,74782,29,0.5289,1222.8
ssw_Latn-zul_Latn,ssw_Latn,zul_Latn,1,1,136176,135880,296,0.5473,2400.1
snd_Arab-xho_Latn,snd_Arab,xho_Latn,1,1,28983,28983,0,0.0782,455.1
aze_Latn-yue_Hani,aze_Latn,yue_Hani,1,1,25430,25430,0,0.2523,425.5
fij_Latn-ilo_Latn,fij_Latn,ilo_Latn,1,1,159386,159345,41,0.5154,2707.6
nso_Latn-tso_Latn,nso_Latn,tso_Latn,1,1,166484,166411,73,0.4641,2967.4
run_Latn-tsn_Latn,run_Latn,tsn_Latn,1,1,146467,146449,18,0.4229,2620.1
epo_Latn-xho_Latn,epo_Latn,xho_Latn,1,1,272303,272249,54,0.4461,4671.4
som_Latn-als_Latn,som_Latn,als_Latn,1,1,89861,89836,25,0.4967,1719.1
jav_Latn-yue_Hani,jav_Latn,yue_Hani,1,1,148185,148181,4,0.0630,2692.7
amh_Ethi-zul_Latn,amh_Ethi,zul_Latn,1,1,705528,705452,76,0.6673,12057.0
amh_Ethi-yor_Latn,amh_Ethi,yor_Latn,1,1,401024,401005,19,0.5373,7175.7
gle_Latn-hau_Latn,gle_Latn,hau_Latn,1,1,13170,13170,0,0.2518,268.1
nso_Latn-twi_Latn,nso_Latn,twi_Latn,1,1,86451,86411,40,0.3083,1678.1
nor_Latn-swa_Latn,nor_Latn,swa_Latn,1,1,205044,204977,67,0.6131,3731.6
kab_Latn-nor_Latn,kab_Latn,nor_Latn,1,1,47933,47927,6,0.5986,920.6
sun_Latn-swa_Latn,sun_Latn,swa_Latn,1,1,185812,185789,23,0.3011,3378.1
fij_Latn-jav_Latn,fij_Latn,jav_Latn,1,1,163239,163179,60,0.4005,3130.8
azj_Latn-cym_Latn,azj_Latn,cym_Latn,1,1,211919,211908,11,0.7284,3784.2
sun_Latn-swh_Latn,sun_Latn,swh_Latn,1,1,72045,72023,22,0.5858,1260.4
ewe_Latn-hau_Latn,ewe_Latn,hau_Latn,1,1,157029,156988,41,0.3330,2854.4
kan_Knda-kas_Deva,kan_Knda,kas_Deva,1,1,82838,82781,57,0.1871,1450.4
nor_Latn-swh_Latn,nor_Latn,swh_Latn,1,1,94477,94469,8,0.5423,1576.6
fij_Latn-mri_Latn,fij_Latn,mri_Latn,1,1,89995,89987,8,0.4645,1572.1
kan_Knda-pan_Guru,kan_Knda,pan_Guru,1,1,1153637,1153420,217,0.6313,20223.8
sun_Latn-xho_Latn,sun_Latn,xho_Latn,1,1,50932,50925,7,0.4955,914.2
gle_Latn-isl_Latn,gle_Latn,isl_Latn,1,1,1118975,1118771,204,0.6492,19329.1
azj_Latn-epo_Latn,azj_Latn,epo_Latn,1,1,130374,130362,12,0.7237,2211.4
gle_Latn-swh_Latn,gle_Latn,swh_Latn,1,1,190640,190440,200,0.6468,3402.1
fij_Latn-pag_Latn,fij_Latn,pag_Latn,1,1,101727,101688,39,0.4073,1767.8
nya_Latn-run_Latn,nya_Latn,run_Latn,1,1,218419,218374,45,0.5769,3828.1
ewe_Latn-swa_Latn,ewe_Latn,swa_Latn,1,1,164108,164059,49,0.4046,2749.5
azj_Latn-guj_Gujr,azj_Latn,guj_Gujr,1,1,68030,68030,0,0.7659,1086.0
som_Latn-swa_Latn,som_Latn,swa_Latn,1,1,324764,324691,73,0.3165,5614.3
gle_Latn-swa_Latn,gle_Latn,swa_Latn,1,1,108982,108905,77,0.4090,1855.5
hat_Latn-xho_Latn,hat_Latn,xho_Latn,1,1,86517,86502,15,0.5265,1374.3
nor_Latn-xho_Latn,nor_Latn,xho_Latn,1,1,187012,187003,9,0.1434,3094.9
nya_Latn-sin_Sinh,nya_Latn,sin_Sinh,1,1,64057,64048,9,0.5125,1032.7
kan_Knda-san_Deva,kan_Knda,san_Deva,1,1,219125,219115,10,0.2706,3433.8
hau_Latn-hat_Latn,hau_Latn,hat_Latn,1,1,69502,69498,4,0.5634,1049.7
nor_Latn-yor_Latn,nor_Latn,yor_Latn,1,1,68522,68518,4,0.5512,1031.2
mal_Mlym-sin_Sinh,mal_Mlym,sin_Sinh,1,1,1914496,1914449,47,0.5572,32405.1
kan_Knda-mai_Deva,kan_Knda,mai_Deva,1,1,293047,293041,6,0.3348,4686.6
fij_Latn-plt_Latn,fij_Latn,plt_Latn,1,1,172871,172849,22,0.4591,2631.3
amh_Ethi-som_Latn,amh_Ethi,som_Latn,1,1,490130,490090,40,0.5495,9992.9
kan_Knda-swa_Latn,kan_Knda,swa_Latn,1,1,73777,73765,12,0.3653,1193.9
azj_Latn-hye_Armn,azj_Latn,hye_Armn,1,1,165824,165810,14,0.4559,2528.1
mal_Mlym-sna_Latn,mal_Mlym,sna_Latn,1,1,63627,63568,59,0.5974,1105.3
npi_Deva-als_Latn,npi_Deva,als_Latn,1,1,108190,108165,25,0.6807,1839.2
azj_Latn-kan_Knda,azj_Latn,kan_Knda,1,1,68114,68112,2,0.7864,1131.1
hat_Latn-isl_Latn,hat_Latn,isl_Latn,1,1,226458,226421,37,0.6523,3639.8
kan_Knda-xho_Latn,kan_Knda,xho_Latn,1,1,86492,86483,9,0.7285,1415.9
mal_Mlym-mar_Deva,mal_Mlym,mar_Deva,1,1,4062592,4062332,260,0.5367,105145.7
fij_Latn-smo_Latn,fij_Latn,smo_Latn,1,1,135200,135175,25,0.5445,2328.4
azj_Latn-khm_Khmr,azj_Latn,khm_Khmr,1,1,64550,64545,5,0.5484,1070.7
gle_Latn-als_Latn,gle_Latn,als_Latn,1,1,467284,453758,13526,0.5340,9443.0
kas_Deva-mar_Deva,kas_Deva,mar_Deva,1,1,72450,72402,48,0.2713,1152.8
hat_Latn-swh_Latn,hat_Latn,swh_Latn,1,1,88258,88234,24,0.6033,1400.3
som_Latn-swh_Latn,som_Latn,swh_Latn,1,1,362723,362649,74,0.5292,5692.5
hat_Latn-zul_Latn,hat_Latn,zul_Latn,1,1,45995,45991,4,0.5568,719.2
khk_Cyrl-als_Latn,khk_Cyrl,als_Latn,1,1,61145,61126,19,0.6051,947.6
gle_Latn-mar_Deva,gle_Latn,mar_Deva,1,1,66602,66582,20,0.6148,1039.2
fij_Latn-sun_Latn,fij_Latn,sun_Latn,1,1,107016,106998,18,0.3330,1701.9
azj_Latn-mal_Mlym,azj_Latn,mal_Mlym,1,1,135533,135531,2,0.7258,2112.7
guj_Gujr-pan_Guru,guj_Gujr,pan_Guru,1,1,979930,979711,219,0.7678,15959.5
khk_Cyrl-mar_Deva,khk_Cyrl,mar_Deva,1,1,80032,80003,29,0.5974,1291.4
hau_Latn-als_Latn,hau_Latn,als_Latn,1,1,83258,83237,21,0.4638,1340.5
som_Latn-tir_Ethi,som_Latn,tir_Ethi,1,1,105510,105505,5,0.3855,1609.5
bak_Cyrl-nor_Latn,bak_Cyrl,nor_Latn,1,1,22216,22215,1,0.6891,407.7
bre_Latn-fry_Latn,bre_Latn,fry_Latn,1,1,23727,23727,0,0.4607,458.9
bre_Latn-mlg_Latn,bre_Latn,mlg_Latn,1,1,15825,15825,0,0.4746,463.1
azj_Latn-som_Latn,azj_Latn,som_Latn,1,1,46233,46228,5,0.5330,1019.0
azj_Latn-mya_Mymr,azj_Latn,mya_Mymr,1,1,49333,49329,4,0.5639,1100.7
khm_Khmr-als_Latn,khm_Khmr,als_Latn,1,1,98906,98879,27,0.6172,1898.5
bem_Latn-sna_Latn,bem_Latn,sna_Latn,1,1,95113,95064,49,0.4920,1874.2
bak_Cyrl-uig_Arab,bak_Cyrl,uig_Arab,1,1,79021,79021,0,0.4245,1541.7
hau_Latn-swh_Latn,hau_Latn,swh_Latn,1,1,494031,493905,126,0.5179,8146.1
azj_Latn-sin_Sinh,azj_Latn,sin_Sinh,1,1,110556,110537,19,0.7163,2135.6
mkd_Cyrl-nds_Latn,mkd_Cyrl,nds_Latn,1,1,103445,103435,10,0.4575,1947.0
azj_Latn-sqi_Latn,azj_Latn,sqi_Latn,1,1,108910,108676,234,0.4783,2284.5
mlg_Latn-nds_Latn,mlg_Latn,nds_Latn,1,1,8301,8301,0,0.7385,158.4
hau_Latn-mar_Deva,hau_Latn,mar_Deva,1,1,156817,156798,19,0.2867,2689.9
azj_Latn-tgk_Cyrl,azj_Latn,tgk_Cyrl,1,1,55431,55400,31,0.6051,1438.1
khm_Khmr-lao_Laoo,khm_Khmr,lao_Laoo,1,1,49214,49209,5,0.5910,930.0
azj_Latn-srd_Latn,azj_Latn,srd_Latn,1,1,62543,62505,38,0.2281,1268.5
som_Latn-tsn_Latn,som_Latn,tsn_Latn,1,1,152135,152081,54,0.2546,2717.3
bre_Latn-kin_Latn,bre_Latn,kin_Latn,1,1,14950,14950,0,0.2729,293.5
guj_Gujr-san_Deva,guj_Gujr,san_Deva,1,1,201127,201117,10,0.1905,3395.1
azj_Latn-nor_Latn,azj_Latn,nor_Latn,1,1,151125,150537,588,0.4200,3083.2
azj_Latn-sun_Latn,azj_Latn,sun_Latn,1,1,47704,47698,6,0.5922,995.7
npi_Deva-pan_Guru,npi_Deva,pan_Guru,1,1,487846,487816,30,0.5769,8046.0
cym_Latn-ibo_Latn,cym_Latn,ibo_Latn,1,1,57538,57534,4,0.5949,1151.3
guj_Gujr-swa_Latn,guj_Gujr,swa_Latn,1,1,76626,76619,7,0.4232,1372.9
ckb_Arab-pbt_Arab,ckb_Arab,pbt_Arab,1,1,192247,192227,20,0.2821,3495.8
bem_Latn-kin_Latn,bem_Latn,kin_Latn,1,1,105086,105032,54,0.3722,2001.5
bem_Latn-nya_Latn,bem_Latn,nya_Latn,1,1,91147,91115,32,0.4879,1695.5
azj_Latn-tat_Cyrl,azj_Latn,tat_Cyrl,1,1,143327,143295,32,0.3584,2664.6
bre_Latn-nor_Latn,bre_Latn,nor_Latn,1,1,30765,30755,10,0.4895,585.7
bem_Latn-run_Latn,bem_Latn,run_Latn,1,1,47872,47850,22,0.5556,883.0
nep_Deva-ory_Orya,nep_Deva,ory_Orya,1,1,183774,183766,8,0.4470,3249.2
cym_Latn-kir_Cyrl,cym_Latn,kir_Cyrl,1,1,65580,65578,2,0.5795,1720.0
khm_Khmr-mar_Deva,khm_Khmr,mar_Deva,1,1,172360,172314,46,0.5876,3140.5
guj_Gujr-xho_Latn,guj_Gujr,xho_Latn,1,1,86421,86409,12,0.6708,1570.0
npi_Deva-san_Deva,npi_Deva,san_Deva,1,1,123012,123010,2,0.1951,2187.6
cym_Latn-lim_Latn,cym_Latn,lim_Latn,1,1,29523,29509,14,0.4435,556.6
fry_Latn-nor_Latn,fry_Latn,nor_Latn,1,1,95426,95420,6,0.5206,1716.0
cym_Latn-hne_Deva,cym_Latn,hne_Deva,1,1,47378,47378,0,0.5555,881.5
hau_Latn-tsn_Latn,hau_Latn,tsn_Latn,1,1,226191,226104,87,0.2735,4268.7
hbs_Latn-swa_Latn,hbs_Latn,swa_Latn,1,1,21690,21690,0,0.7620,354.0
bho_Deva-mal_Mlym,bho_Deva,mal_Mlym,1,1,266507,266493,14,0.3313,4768.5
bre_Latn-cym_Latn,bre_Latn,cym_Latn,1,1,73123,73122,1,0.5225,1308.8
bho_Deva-guj_Gujr,bho_Deva,guj_Gujr,1,1,195136,195133,3,0.2239,3556.5
guj_Gujr-kin_Latn,guj_Gujr,kin_Latn,1,1,32249,32249,0,0.2879,761.2
khm_Khmr-pan_Guru,khm_Khmr,pan_Guru,1,1,72402,72392,10,0.6701,1297.0
fry_Latn-tel_Telu,fry_Latn,tel_Telu,1,1,46048,46045,3,0.5258,776.9
npi_Deva-swh_Latn,npi_Deva,swh_Latn,1,1,55683,55669,14,0.6629,989.5
cym_Latn-epo_Latn,cym_Latn,epo_Latn,1,1,283418,283383,35,0.7596,5163.6
cym_Latn-khk_Cyrl,cym_Latn,khk_Cyrl,1,1,55463,55460,3,0.6007,925.4
nob_Latn-nds_Latn,nob_Latn,nds_Latn,1,1,91682,91666,16,0.7739,1576.2
azj_Latn-mkd_Cyrl,azj_Latn,mkd_Cyrl,1,1,429680,429639,41,0.7252,7633.7
srd_Latn-und_Kana,srd_Latn,und_Kana,1,1,31864,31863,1,0.6498,635.1
